acceptingOrders,acceptingOrdersTimestamp,active,approved,archived,automaticallyActive,automaticallyResolved,bestAsk,bestBid,category,categoryMailchimpTag,clearBookOnStart,clobRewards,clobTokenIds,closed,closedTime,commentsEnabled,competitive,conditionId,createdAt,createdBy,creator,customLiveness,cyom,denominationToken,deploying,deployingTimestamp,description,disqusThread,enableOrderBook,endDate,endDateIso,eventStartTime,event_id,event_slug,event_title,featured,fee,feesEnabled,formatType,fpmmLive,funded,gameId,gameStartTime,groupItemRange,groupItemThreshold,groupItemTitle,hasReviewedDates,holdingRewardsEnabled,icon,id,image,lastTradePrice,line,liquidity,liquidityAmm,liquidityClob,liquidityNum,lowerBound,mailchimpTag,makerBaseFee,manualActivation,marketGroup,marketMakerAddress,marketType,negRisk,negRiskMarketID,negRiskOther,negRiskRequestID,new,notificationsEnabled,oneDayPriceChange,oneHourPriceChange,oneMonthPriceChange,oneWeekPriceChange,oneYearPriceChange,orderMinSize,orderPriceMinTickSize,outcomePrices,outcomes,pagerDutyNotificationEnabled,pendingDeployment,question,questionID,ready,readyForCron,resolutionSource,resolvedBy,restricted,rewardsMaxSpread,rewardsMinSize,rfqEnabled,secondsDelay,sentDiscord,seriesColor,showGmpOutcome,showGmpSeries,slug,sponsorImage,sportsMarketType,spread,startDate,startDateIso,subcategory,submitted_by,takerBaseFee,teamAID,teamBID,twitterCardImage,twitterCardLastRefreshed,twitterCardLastValidated,twitterCardLocation,umaBond,umaEndDate,umaEndDateIso,umaResolutionStatus,umaResolutionStatuses,umaReward,updatedAt,updatedBy,upperBound,volume,volume1mo,volume1moAmm,volume1moClob,volume1wk,volume1wkAmm,volume1wkClob,volume1yr,volume1yrAmm,volume1yrClob,volume24hr,volume24hrAmm,volume24hrClob,volumeAmm,volumeClob,volumeNum,wideFormat,topic,p_yes,p_no,resolved_label
False,2025-11-01T04:05:54Z,True,True,False,True,True,0.001,,,,True,,"[""97442790754831288253228252871682934195335386012861552936178974518816416398627"", ""25510447306335655838268467219554665422991403094426104287922173912043773130130""]",True,2025-11-11 20:18:15+00,,,0x3301085ea8a74dc53764b6068807e7943286ec274d797903947e419069ce0b07,2025-11-01T04:00:04.751993Z,,,0.0,False,,False,2025-11-01T04:00:38.358921Z,"This market will resolve according to the number of times Elon Musk (@elonmusk), posts on X from November 4 12:00 PM ET to November 11, 2025 12:00 PM ET.

For the purposes of this market, only main feed posts, quote posts and reposts will count.

Replies will NOT count towards the total - however, replies on the main feed such as https://x.com/elonmusk/status/1786073478711353576 will be counted by the tracker.

Deleted posts will count as long as they remain available long enough to be captured by the tracker (~5 minutes).

Community reposts which are not counted by the tracker not count toward the total.

The resolution source for this market is the 'Post Counter' figure for posts found at https://www.xtracker.io/. Individual posts can be viewed by clicking ""Export Data"". If the tracker does not update correctly in accordance with the rules, X itself may be used as a secondary resolution source.",,True,2025-11-11T17:00:00Z,2025-11-11,,70113,elon-musk-of-tweets-november-4-november-11,"Elon Musk # tweets November 4 - November 11, 2025?",False,,False,,,False,,,,18.0,360-379,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-of-tweets-nov-22-29-apMPG21-pzx_.jpg,659419,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-of-tweets-nov-22-29-apMPG21-pzx_.jpg,1.0,,,,,,,,,False,,,,True,0xafbea10fdbc2bc15e72775924716b43967c36717124176713767cb61ffe31c00,False,0xb41115f85291cbd91abe2d3c36b94ccb5dfd4d8043d70fad1f766b03ba0e9457,False,,,,,-0.011,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,"Will Elon Musk post 360-379 tweets from November 4 to November 11, 2025?",0xafbea10fdbc2bc15e72775924716b43967c36717124176713767cb61ffe31c12,False,,https://x.com/elonmusk,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,3.5,50,False,,,,,,elon-musk-of-tweets-november-4-november-11-360-379,,,0.001,2025-11-01T04:06:16.183272Z,2025-11-01,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-11T20:18:15Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-11-12T16:38:36.738706Z,,,295789.471967,295789.47196700005,,295789.47196700005,271218.839349,,271218.839349,295789.47196700005,,295789.47196700005,,,,,295789.471967,295789.471967,,Other,0.000000,1.000000,NO
False,2025-11-05T20:16:05Z,True,True,False,True,True,0.001,,,,True,,"[""48307396531532303812460956524886144654271533501271845609895188053062225179743"", ""104352506868754059584047466675815092730055751169383873856306801703734968407296""]",True,2025-11-23 05:50:05+00,,,0xa0e31f289b8b033dc25dc206ac756357d08f73d40eb7f5d9af60644642a7046b,2025-11-05T20:00:11.910432Z,,,0.0,False,,False,2025-11-05T20:00:52.886565Z,"In the upcoming game, scheduled for November 22, 2025
If Fluminense FC wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.",,True,2025-11-23T00:30:00Z,2025-11-23,,73995,bra-pal-flu-2025-11-22,SE Palmeiras vs. Fluminense FC,False,,False,,,False,,2025-11-23 00:30:00+00,,2.0,Fluminense FC,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/brasilerirao-image-52ef283574.png,666917,https://polymarket-upload.s3.us-east-2.amazonaws.com/brasilerirao-image-52ef283574.png,1.0,,,,,,,,,False,,,,True,0xbc0bed3643868f7881a80919ff97bfa5dafec0531501571e03de2c52c1c3e000,False,0x5899fa55f1c368e753a76191e58068515d3fe1419409222cb4cd8c1a513bfae4,False,,-0.005,,,,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Will Fluminense FC win on 2025-11-22?,0xbc0bed3643868f7881a80919ff97bfa5dafec0531501571e03de2c52c1c3e002,False,,https://www.cbf.com.br/futebol-brasileiro/competicoes/campeonato-brasileiro-serie-a,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,3.0,,,,,bra-pal-flu-2025-11-22-flu,,,0.001,2025-11-05T20:16:26.447179Z,2025-11-05,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-23T05:50:05Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-11-24T08:34:48.294416Z,,,16260.093893,16260.093893,,16260.093893,16231.034375,,16231.034375,16260.093893,,16260.093893,,,,,16260.093893,16260.093893,,Sports,0.000000,1.000000,NO
False,2025-11-13T00:40:24Z,True,True,False,True,True,0.001,,,,True,,"[""75167225712725543957761207662803540423312637742101742579273572298788824905698"", ""33598190724555426580331870919870054374460384680148828636673131422969765803676""]",True,2025-11-14 07:40:00+00,,,0x1623cae8a427745d20cc0b6b0aa60f56267fc456f714002dddfd6f0c46cb9268,2025-11-12T22:27:16.984126Z,,,0.0,False,,False,2025-11-13T00:30:29.421277Z,"This market will resolve to “Yes” if all of the following conditions are met by November 13, 2025, 11:59 PM ET:

- France wins against Ukraine
- Portugal wins against the Republic of Ireland
- England wins against Serbia

Otherwise, this market will resolve to “No”.

Draws will not be considered wins.

If a game is postponed, this market will remain open until the game has been completed.

If a game is canceled entirely, with no make-up game, this market will resolve to ""No"".

This market will remain open until it is confirmed that at least one of the above conditions has not been met, or until all of the above conditions have been met.

This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time of the respective games.",,True,2025-11-13T00:00:00Z,2025-11-13,,80053,europe-world-cup-qualifiers,Europe World Cup Qualifiers Parlay,False,,False,,,False,,,,0.0,,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/uef.png,679675,https://polymarket-upload.s3.us-east-2.amazonaws.com/uef.png,1.0,,,,,,,,,False,,,,False,,False,,False,,-0.4945,,,,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Europe World Cup Qualifiers Parlay,0xe4ffafa26d523cdf0e2cfc51e69b08d46af8be54980fa70fca6e083d6b433419,False,,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0.0,0,False,,,,,,europe-world-cup-qualifiers,,,0.001,2025-11-13T00:40:45.037Z,2025-11-13,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-14T07:40:00Z,,resolved,"[""proposed""]",5.0,2025-11-15T08:34:07.162221Z,,,10673.103939,10673.103939000002,,10673.103939000002,10673.103939000002,,10673.103939000002,10673.103939000002,,10673.103939000002,,,,,10673.103939,10673.103939,,Sports,0.000000,1.000000,NO
False,2025-10-22T19:01:46Z,True,True,False,True,True,1.0,0.999,,,True,,"[""37964642526583103348700389995122865868517240545364371884575900218681448766963"", ""63361090211824852157454965022846894893850145961520427470283716652591714774998""]",True,2025-10-25 11:04:45+00,,,0x7e1d8cddb1bd148af3710e586ba001eb8af5c3c061657e80c6a52b1b34a222fc,2025-10-22T18:53:21.974354Z,,,0.0,False,,False,2025-10-22T18:53:57.569056Z,"In the upcoming game, scheduled for October 25, 2025
If Melbourne City FC wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.",,True,2025-10-25T06:00:00Z,2025-10-25,,63575,aus-mct-per-2025-10-25,Melbourne City FC vs. Perth Glory FC,False,,False,,,False,,2025-10-25 06:00:00+00,,0.0,Melbourne City FC,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/a-league-6595bd3047.jpg,644830,https://polymarket-upload.s3.us-east-2.amazonaws.com/a-league-6595bd3047.jpg,1.0,,,,,,,,,False,,,,True,0xe447dd31dcbf85b79202f2cc5db508b75cb2525c2dd7f1987e2db2e3afc05c00,False,0xd0bbe4d599650dc8a3b9190eba3a1191e22b5d73666d99363f9bc70662295d96,False,,0.3695,,,,,5.0,0.001,"[""1"", ""0""]","[""Yes"", ""No""]",False,False,Will Melbourne City FC win on 2025-10-25?,0xe447dd31dcbf85b79202f2cc5db508b75cb2525c2dd7f1987e2db2e3afc05c00,False,,https://www.a-league.com.au/,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,3.0,,,,,aus-mct-per-2025-10-25-mct,,,0.001,2025-10-22T19:02:07.837347Z,2025-10-22,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-10-25T11:04:45Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-10-26T16:34:26.781229Z,,,3019.198222,3019.198222,,3019.198222,3019.198222,,3019.198222,3019.198222,,3019.198222,,,,,3019.198222,3019.198222,,Sports,1.000000,0.000000,YES
False,2025-10-20T18:22:21Z,True,True,False,True,True,0.001,,,,True,,"[""95220648615732351658398961461269927331996271525443232672901957190410431471858"", ""7712486182449385808501710688866661338551885363255447495171362667094140561800""]",True,2025-11-02 05:25:46+00,,,0x49e4ef2f0b1cb24eb0a7a575387ab8754f9a6a071460cf3bdba4e9711bbcc2f0,2025-10-20T18:00:08.531534Z,,,0.0,False,,False,2025-10-20T18:02:07.399944Z,"In the upcoming game, scheduled for November 1, 2025
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".",,True,2025-11-01T15:00:00Z,2025-11-01,,62384,efa-cre-don-2025-11-01,Crewe Alexandra FC vs. Doncaster Rovers FC,False,,False,,,False,,2025-11-01 15:00:00+00,,1.0,Draw (Crewe Alexandra FC vs. Doncaster Rovers FC),True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/fa-cup-48b7f4b3c1.png,641279,https://polymarket-upload.s3.us-east-2.amazonaws.com/fa-cup-48b7f4b3c1.png,1.0,,,,,,,,,False,,,,True,0xa58ab48a740cdc3b5ab6d93ffd2ee11a6f3296bd94df155a14b9866c3f93db00,False,0xb7b1bb046ee76e5c52e505a081e6fd665c1b53e46ef73fa86a1bc472c8efb045,False,,0.23,,,-0.03,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Will Crewe Alexandra FC vs. Doncaster Rovers FC end in a draw?,0xa58ab48a740cdc3b5ab6d93ffd2ee11a6f3296bd94df155a14b9866c3f93db01,False,,https://www.thefa.com/competitions/thefacup,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,3.0,,,,,efa-cre-don-2025-11-01-draw,,,0.001,2025-10-20T18:22:43.106403Z,2025-10-20,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-02T05:25:46Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-11-03T08:36:27.984276Z,,,327.633441,327.633441,,327.633441,327.633441,,327.633441,327.633441,,327.633441,,,,,327.633441,327.633441,,Sports,0.000000,1.000000,NO
False,2025-10-27T17:38:43Z,True,True,False,True,True,0.001,,,,True,,"[""46868254228186824495783001070437777320520466919765072169300369479040276395842"", ""53119244338252805684937291839250954616613806533319202097433608756726290429073""]",True,2025-10-29 14:34:57+00,,0.0,0x130673e922303ea80eb9c59780e2985b7888bfc4dceb15a7e68d99df711fea2d,2025-10-27T13:46:43.735444Z,,,0.0,False,,False,2025-10-27T17:24:57.894648Z,"This polymarket will resolve to the team that wins the 2025 Rolex Paris Masters Men’s Doubles Tournament.

The market will resolve to “Yes” if the listed pair wins the 2025 Rolex Paris Masters Men’s Doubles Tournament. Otherwise, this market will resolve to “No”.

If at any point it becomes impossible for this pair to win the tournament per the official rules of the 2025 Rolex Paris Masters, this market will resolve to “No”.

The primary resolution source will be official information from the ATP Tour. A consensus of credible reporting may also be used.",,True,2025-11-02T00:00:00Z,2025-11-02,,66160,rolex-paris-masters-doubles-winner,Rolex Paris Masters Doubles Winner,False,,False,,,False,,,,19.0,Nuno Borges & Tomas Machac,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/2025-lexus-eastbourne-open-winner-m-Z1ffSBcuOdTk.png,651577,https://polymarket-upload.s3.us-east-2.amazonaws.com/2025-lexus-eastbourne-open-winner-m-Z1ffSBcuOdTk.png,,,0.0,0.0,0.0,0.0,,,,False,,,,True,0xad0eb3279a0dba75cc8dbc41a58461274745c0a1910376d2c61b82f529d5d100,False,0x0599f65e0f051a24c50fe51809884a8bd471141060eefaa12bf8750d8bddda52,False,,-0.4995,,,,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Will Nuno Borges and Tomas Machac win the 2025 Rolex Paris Masters Men’s Doubles Tournament,0xad0eb3279a0dba75cc8dbc41a58461274745c0a1910376d2c61b82f529d5d113,False,,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,,,,False,False,will-nuno-borges-and-tomas-machac-win-the-2025-rolex-paris-masters-mens-doubles-tournament,,,0.001,2025-10-27T17:39:04.49196Z,2025-10-27,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-10-29T14:34:57Z,,resolved,"[""proposed"", ""resolved""]",5.0,2025-10-29T14:35:18.321094Z,,,14.0,,,,,,,,,,,,,,14.0,14.0,,Other,0.000000,1.000000,NO
False,2025-11-15T00:41:22Z,False,True,False,True,True,1.0,0.0,,,True,,"[""109166443988540627766582983846624942286194221551835152903070312180288534801695"", ""61401110066528459160608342810215417402243734241570501964811051015326021539341""]",True,2025-11-20 12:45:51+00,,0.0,0x8f957bfacd7dc7d414ad547b92d80eb9f9763cb467ae798a68678aa4d2ba6c75,2025-11-14T20:01:49.336583Z,,,0.0,False,,False,2025-11-15T00:27:12.542828Z,"The CMA Awards are presented annually by the Country Music Association. For the 59th Annual CMA Awards, the ceremony is scheduled for November 19, 2025.

This market will resolve according to the listed person that wins Male Vocalist of the Year at the 59th Annual CMA Awards.

If, for any reason, no winner is declared by December 31, 2025, 11:59 PM ET, this market will resolve to ""Other"".

In the case of a tie for the winner, this market will resolve in favor of the listed person that comes first in alphabetical order.

The resolution source will be the television broadcast of the awards and the CMA Awards website (https://cmaawards.com/); however, other credible reporting may be used.",,True,2025-11-19T00:00:00Z,2025-11-19,,81614,cma-awards-male-vocalist-of-the-year,CMA Awards: Male Vocalist of the Year,False,,False,,,False,,,,7.0,Person C,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/cma-awards-entertainer-of-the-year-csD-GZq1Rz7S.jpg,682940,https://polymarket-upload.s3.us-east-2.amazonaws.com/cma-awards-entertainer-of-the-year-csD-GZq1Rz7S.jpg,0.0,,0.0,0.0,0.0,0.0,,,,True,,,,True,0x862cc3f85ad7160898f2ede0d10063cfbc80ffa51e89c5e622068c37fcd03100,False,0x8349ab63868407a60f10b86d4e299626763fbf061aac406a44f751ebb4e8e5da,False,,0.0,0.0,0.0,0.0,0.0,5.0,0.01,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Will Person C win Male Vocalist of the Year at the 59th annual CMA Awards?,0x862cc3f85ad7160898f2ede0d10063cfbc80ffa51e89c5e622068c37fcd03107,False,,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,,,,False,False,will-person-c-win-male-vocalist-of-the-year-at-the-59th-annual-cma-awards,,,1.0,2025-11-15T00:41:44.489247Z,,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-20T12:45:51Z,,resolved,"[""proposed"", ""resolved""]",5.0,2025-11-20T12:46:12.795892Z,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Other,0.000000,1.000000,NO
False,2025-10-20T18:22:33Z,True,True,False,True,True,1.0,0.999,,,True,,"[""92773546074746755860023454469230582982073448302266001319874608305265301182847"", ""47233102166577662813982838083732746803617638759976225961661645212626482786597""]",True,2025-11-02 10:53:45+00,,,0x1c584b2e4b5aec4fb7f7cba1b8c1021b4be499d9157622ae2264c2315e6eb362,2025-10-20T18:00:12.087208Z,,,0.0,False,,False,2025-10-20T18:02:09.599799Z,"In the upcoming game, scheduled for November 1, 2025
If Macclesfield FC wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.",,True,2025-11-01T15:00:00Z,2025-11-01,,62392,efa-mac1-tot1-2025-11-01,Macclesfield FC vs. AFC Totton,False,,False,,,False,,2025-11-01 15:00:00+00,,0.0,Macclesfield FC,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/fa-cup-48b7f4b3c1.png,641302,https://polymarket-upload.s3.us-east-2.amazonaws.com/fa-cup-48b7f4b3c1.png,1.0,,,,,,,,,False,,,,True,0x7d645d2a0b33081a9e6dcb0153a830c65daab4c9b94efab64fde7fd050b04700,False,0x310e19b062a97da2d1483b5996fcdd2d2b59524c9244885ee26b92182bdf8e6a,False,,0.5445,0.0195,,0.4995,,5.0,0.001,"[""1"", ""0""]","[""Yes"", ""No""]",False,False,Will Macclesfield FC win on 2025-11-01?,0x7d645d2a0b33081a9e6dcb0153a830c65daab4c9b94efab64fde7fd050b04700,False,,https://www.thefa.com/competitions/thefacup,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,3.0,,,,,efa-mac1-tot1-2025-11-01-mac1,,,0.001,2025-10-20T18:22:54.907431Z,2025-10-20,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-02T10:53:45Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-11-03T08:36:26.831414Z,,,1129.785318,1129.785318,,1129.785318,1129.785318,,1129.785318,1129.785318,,1129.785318,,,,,1129.785318,1129.785318,,Sports,1.000000,0.000000,YES
False,2025-11-09T05:17:01Z,True,True,False,True,True,0.001,,,,True,,"[""68088076684494047825754543036189195344666182121961283710379839881537670398303"", ""52707268988076206445928985045237439224621229080613985962609266060466766802787""]",True,2025-11-22 19:35:45+00,,,0xffefbebd7d5dbf05da62d1707a888379ce8c8398acfbb996a54bb3de3102c587,2025-11-09T05:00:17.208481Z,,,0.0,False,,False,2025-11-09T05:01:06.670209Z,"In the upcoming game, scheduled for November 22, 2025
If VfL Wolfsburg wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.",,True,2025-11-22T14:30:00Z,2025-11-22,,76566,bun-wol-b04-2025-11-22,VfL Wolfsburg vs. Bayer Leverkusen,False,,False,,,False,,2025-11-22 14:30:00+00,,0.0,VfL Wolfsburg,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/league-bun.jpg,672153,https://polymarket-upload.s3.us-east-2.amazonaws.com/league-bun.jpg,1.0,,,,,,,,,False,,,,True,0xd47cd7dabfd316f660d45dfdc6dcc68008fbc85302ceee83a2733b19e82c9700,False,0x3c8b6bd632fc076a3ef412dc230cb237621152cb7ee244c3fe3c29dcc3a33dae,False,,-0.269,,,-0.299,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Will VfL Wolfsburg win on 2025-11-22?,0xd47cd7dabfd316f660d45dfdc6dcc68008fbc85302ceee83a2733b19e82c9700,False,,https://www.bundesliga.com/en/bundesliga,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,3.0,,,,,bun-wol-b04-2025-11-22-wol,,,0.001,2025-11-09T05:17:24.001555Z,2025-11-09,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-22T19:35:45Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-11-24T00:34:02.034498Z,,,46312.636599,46312.636599000005,,46312.636599000005,46182.08104600001,,46182.08104600001,46312.636599000005,,46312.636599000005,,,,,46312.636599,46312.636599,,Sports,0.000000,1.000000,NO
False,2025-10-13T19:39:53Z,True,True,False,True,True,0.001,,,,True,,"[""4228263034847356938196139835901619312981677174375431725613444605728765367136"", ""74132640401821670773779029712812997344842725465371335529832913966313145517094""]",True,2025-11-07 19:43:47+00,,,0x8d38f41875dbb373ad53ea5e577f01e2e53800a8320120242e88efdbd7f95875,2025-10-13T19:30:06.02973Z,,,0.0,False,,False,2025-10-13T19:30:55.38519Z,"In the upcoming game, scheduled for November 7, 2025
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".",,True,2025-11-07T14:35:00Z,2025-11-07,,59250,spl-fat-taa-2025-11-07,Al Fateh Saudi Club vs. Al Taawoun Saudi Club,False,,False,,,False,,2025-11-07 14:35:00+00,,1.0,Draw (Al Fateh Saudi Club vs. Al Taawoun Saudi Club),True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/saudi-league-0eb74ab5b8.png,635085,https://polymarket-upload.s3.us-east-2.amazonaws.com/saudi-league-0eb74ab5b8.png,1.0,,,,,,,,,False,,,,True,0xd9188e9cc089da510b11b70c72a7a65671c0a2e3ca6739e79e731e6bd2132100,False,0x0929731f7f976caded9c4918faa0692762ef449f4af884592849aa86c474b289,False,,-0.2695,-0.0445,,-0.4995,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Will Al Fateh Saudi Club vs. Al Taawoun Saudi Club end in a draw?,0xd9188e9cc089da510b11b70c72a7a65671c0a2e3ca6739e79e731e6bd2132101,False,,https://www.slstat.com/,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,3.0,,,,,spl-fat-taa-2025-11-07-draw,,,0.001,2025-10-13T19:40:16.131181Z,2025-10-13,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-07T19:43:47Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-11-09T00:28:12.176643Z,,,7304.371656,7304.371655999999,,7304.371655999999,7304.371655999999,,7304.371655999999,7304.371655999999,,7304.371655999999,,,,,7304.371656,7304.371656,,Sports,0.000000,1.000000,NO
False,2025-10-13T17:54:43Z,True,True,False,True,True,0.001,,,,True,,"[""89166210215155405415594576972734238254682455534580836253752497905478567111056"", ""102373064885623782218441646111428870845810723655487111454291725893516360557685""]",True,2025-11-09 23:44:11+00,,,0x18089f86c8b9c24edf82b9f9bf3bab2bf9cd2143de9b8b1305087618b049caf4,2025-10-13T17:45:05.672505Z,,,0.0,False,,False,2025-10-13T17:45:54.433937Z,"In the upcoming game, scheduled for November 9, 2025
If FC Famalicão wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.",,True,2025-11-09T18:00:00Z,2025-11-09,,59179,por-fam-por-2025-11-09,FC Famalicão vs. FC Porto,False,,False,,,False,,2025-11-09 18:00:00+00,,0.0,FC Famalicão,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/liga-portugal-18a39e1e8d.png,634780,https://polymarket-upload.s3.us-east-2.amazonaws.com/liga-portugal-18a39e1e8d.png,1.0,,,,,,,,,False,,,,True,0xfa881d7cd5e302bdcfbf17503d9900921add4bb4b8342f3ec125b43406820100,False,0xed195d605b48ebd6f350ddf14829b890a9ad0138e08a981d3e040c02b090e143,False,,-0.1695,,,-0.2345,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Will FC Famalicão win on 2025-11-09?,0xfa881d7cd5e302bdcfbf17503d9900921add4bb4b8342f3ec125b43406820100,False,,https://www.ligaportugal.pt/,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,3.0,,,,,por-fam-por-2025-11-09-fam,,,0.001,2025-10-13T17:55:04.052634Z,2025-10-13,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-09T23:44:11Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-11-11T00:26:12.678902Z,,,20706.199025,20706.199025,,20706.199025,20695.737122,,20695.737122,20706.199025,,20706.199025,,,,,20706.199025,20706.199025,,Sports,0.000000,1.000000,NO
